Name,SMILES,Donor,Acceptor,D_A EG /eV,A_D EG /eV
2460,COc1cc2cc[nH]c2c(N=Cc2c(C#N)ncc3nonc23)c1OC,c1c(OC)c(OC)cc2cc[nH]c12,c1c(C#N)ncc2nonc12,1.2121600000000003,8.151720000000001
2461,COc1cc2cc(C(=O)O)n(C)c2c(C=Cc2nc(F)cc3nsnc23)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,c1nc(F)cc2nsnc12,2.2360690000000005,6.037165
2462,COc1cc2cc(C=Nc3cccc4ncc(NC(C)=O)nc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cccc2ncc(NC(C)=O)nc12,3.036784,6.560094
2463,COc1cc2cc(C=Cc3c(OC(C)=O)ccc4nccnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(OC(C)=O)ccc2nccnc12,2.8794120000000003,6.909632
2464,COc1cc2cc(-c3cc(OC):C(c4occ5ncc(F)nc45):s3)[nH]c2cc1OC,c1occ2ncc(F)nc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.536551,2.5256450000000004
2465,COc1cc2cc(C=Cc3cc(C)cc4ccccc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cc(C)cc2ccccc12,4.0105450000000005,5.923928
2466,COc1cc2cc[nH]c2c(N=Cc2occ3ncc(C#N)nc23)c1OC,c1c(OC)c(OC)cc2cc[nH]c12,c1occ2ncc(C#N)nc12,1.823192,6.929897
2467,COc1cc2cc(N=Cc3cccc4ccc(F)cc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cccc2ccc(F)cc12,3.736311,6.148411
2468,COc1cc2cc(C=CC3:nc(O)cc4nonc:34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1nc(O)cc2nonc12,1.9537090000000004,6.985998
2469,COc1csc(C=Nc2cc3cc(OC)c(OC)cc3[nH]2)c1,c1cc(OC)cs1,c1cc2cc(OC)c(OC)cc2[nH]1,5.868828,4.721844
2470,COc1c:C(c2c(OC)c(OC)cc3[nH]ccc23):sc1-c1cncc2nonc12,c1cncc2nonc12,c1c(OC)c(OC)cc2[nH]ccc12,7.627052,1.9018620000000004
2471,COc1cc2cc(C=Cc3c(NC(C)=O)ccc4c3SCS4)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(NC(C)=O)ccc2c1SCS2,4.331403,5.647275
2472,CNc1cc(C=Cc2cc3cc(OC)c(OC)cc3n2C)c2nonc2c1,c1cc(NC)cc2nonc12,c1cc2cc(OC)c(OC)cc2n1C,6.116317082,2.886187025
2473,COc1cc2c(cc(C(=O)O)n2C)c(C=Cc2cc(C#N)cc3nccnc23)c1OC,c1c(OC)c(OC)cc2c1cc(C(=O)O)n2C,c1cc(C#N)cc2nccnc12,2.642818000000001,6.246712
2474,COc1cc2cc(-c3cc(OC)c(C4:c(C#N)ncc5nonc:45)s3)n(C)c2cc1OC,c1c(C#N)ncc2nonc12,c1cc2cc(OC)c(OC)cc2n1C,8.231816082,1.1642680247670003
2475,COc1cc2cc(C#Cc3c(C=O)ccc4nonc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(C=O)ccc2nonc12,1.7835110000000003,7.548524
2476,COc1cc2ccn(C)c2c(C=Cc2cccc3nsnc23)c1OC,c1c(OC)c(OC)cc2ccn(C)c12,c1cccc2nsnc12,2.480620025,6.915998082
2477,COc1cc2cc(C#CC3:nncc4nonc:34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1nncc2nonc12,1.4128550000000004,7.633712
2478,COc1cc2cc(C#CC3:nc(C)cc4nonc:34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1nc(C)cc2nonc12,2.013068,7.326049
2479,COc1cc(N=Cc2cc3cc(OC)c(OC)cc3[nH]2)c2ccccc2c1,c1cc(OC)cc2ccccc12,c1cc2cc(OC)c(OC)cc2[nH]1,5.641781,3.975576
2480,COc1cc2cc(C=Cc3scc4nc(S)cnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1scc2nc(S)cnc12,2.5942730000000003,6.382178
2481,COc1cc2[nH]ccc2c(N=Cc2cc(C#N)cc3nonc23)c1OC,c1c(OC)c(OC)cc2[nH]ccc12,c1cc(C#N)cc2nonc12,1.6447510000000003,7.71681
2482,COc1cc2cc(C=Cc3c(C)ccc4nccnc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1c(C)ccc2nccnc12,3.0045200247670003,6.862631082
2483,COc1cc(-c2cccc3ncc(C#N)nc23)s:C:1c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,c1cccc2ncc(C#N)nc12,2.581042,6.146377
2484,CNc1ccc2c(C#Cc3cc4cc(OC)c(OC)cc4[nH]3)cccc2c1,c1cccc2cc(NC)ccc12,c1cc2cc(OC)c(OC)cc2[nH]1,5.275504,4.227837
2485,COc1cc2cc(-c3s:C(c4cccc5cc(C#N)ccc45):cc3OC)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cccc2cc(C#N)ccc12,3.068022,6.618
2486,COc1cc2cc(C=Cc3cc(O)cc4nonc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1cc(O)cc2nonc12,2.5432080247670004,6.864492082
2487,COc1cc2cc(C=NC3:occ4ncc(C#N)nc:34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1occ2ncc(C#N)nc12,1.775300025,7.0099930818125005
2488,COc1cc2cc(C=Cc3occ4nc(Br)cnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1occ2nc(Br)cnc12,2.353883,6.657667
2489,CNc1ccoc1C=Cc1cc2cc(OC)c(OC)cc2[nH]1,c1occc1NC,c1cc2cc(OC)c(OC)cc2[nH]1,5.404015,5.711667
2490,COc1cc2[nH]c(C(=O)O)cc2c(C=Cc2scc3ncc(Br)nc23)c1OC,c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,c1scc2ncc(Br)nc12,2.75275,5.470664
2491,COc1cc2cc(C=Cc3c(C)ccc4nsnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(C)ccc2nsnc12,2.6479350000000004,6.707248
2492,CNc1cc(C=Nc2cc3cc(OC)c(OC)cc3n2C)c2nsnc2c1,c1cc(NC)cc2nsnc12,c1cc2cc(OC)c(OC)cc2n1C,5.860791082,2.921520025
2493,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(C=O)nc:23)c1OC,c1scc2ncc(C=O)nc12,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,5.586902,2.3540660000000004
2494,CNc1cc(C=Cc2cc3cc(OC)c(OC)cc3[nH]2)c2nonc2c1,c1cc(NC)cc2nonc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.036221,2.934079
2495,COc1cc2cc(-c3cc(OC):C(c4cccc5ncc(Br)nc45):s3)[nH]c2cc1OC,c1cccc2ncc(Br)nc12,c1cc2cc(OC)c(OC)cc2[nH]1,7.150756,2.631371
2496,COc1cc2cc(C(=O)O)n(C)c2c(N=Cc2c(C(F)(F)F)ncc3nsnc23)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,c1c(C(F)(F)F)ncc2nsnc12,2.0200260000000005,6.478288
2497,COc1cc2cc(N=Cc3cccs3)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cccs1,4.665943,6.560001
2498,CNc1cnc2c(C=Cc3cc4cc(OC)c(OC)cc4[nH]3)cccc2n1,c1cccc2nc(NC)cnc12,c1cc2cc(OC)c(OC)cc2[nH]1,5.864141,3.398205
2499,CNc1ccc2ccccc2c1N=Cc1cc2cc(OC)c(OC)cc2[nH]1,c1c(NC)ccc2ccccc12,c1cc2cc(OC)c(OC)cc2[nH]1,5.275504,4.227837
2500,COc1cc2cc(C#CC3:nc(C)cc4nsnc:34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1nc(C)cc2nsnc12,2.0983650247670003,7.102484082
2501,CNc1cc(C2:cc(OC)c(-c3cc4cc(OC)c(OC)cc4[nH]3)s:2)c2ccccc2c1,c1cc2cc(OC)c(OC)cc2[nH]1,c1cc(NC)cc2ccccc12,4.227837,5.275504
2502,COc1cc2cc(N=Cc3scc4ncc(F)nc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1scc2ncc(F)nc12,2.478583,6.645478
2503,COc1cc2cc[nH]c2c(C=Nc2nc(C=O)cc3nsnc23)c1OC,c1c(OC)c(OC)cc2cc[nH]c12,c1nc(C=O)cc2nsnc12,1.568826,7.501987
2504,COc1cc2cc(-c3s:C(c4scc5ncc(F)nc45):cc3OC)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1scc2ncc(F)nc12,2.478583,6.645478
2505,COc1cc2c(ccn2C)c(C=Cc2scc3nc(C)cnc23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1scc2nc(C)cnc12,2.746179025,6.418604082
2506,COc1cc2cc(C#Cc3cccc4ncc(F)nc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cccc2ncc(F)nc12,2.787621,7.07282
2507,CNc1cnc2c(N=Cc3cc4cc(OC)c(OC)cc4[nH]3)scc2n1,c1scc2nc(NC)cnc12,c1cc2cc(OC)c(OC)cc2[nH]1,5.66595,3.094391
2508,COc1cc(-c2cc(C=O)cc3nsnc23)s:C:1c1c(OC)c(OC)cc2c1ccn2C,c1c(OC)c(OC)cc2c1ccn2C,c1cc(C=O)cc2nsnc12,1.900907025,7.378782082
2509,COc1cc2cc(C3:cc(C=O)cc4nsnc:34)n(C)c2cc1OC,c1cc(C=O)cc2nsnc12,c1cc2cc(OC)c(OC)cc2n1C,7.378782082,1.900907025
2510,COc1cc2cc(C=Nc3scc4nc(C(F)(F)F)cnc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1scc2nc(C(F)(F)F)cnc12,2.144051025,6.926246082
2511,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(F)ncc3nsnc:23)c1OC,c1c(F)ncc2nsnc12,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,6.037165,2.2360690000000005
2512,COc1cc2cc(-c3cc(OC):C(c4cc(S)co4):s3)[nH]c2cc1OC,c1cc(S)co1,c1cc2cc(OC)c(OC)cc2[nH]1,6.056591,5.197513
2513,COc1cc(-c2occ3ncc(C#N)nc23)s:C:1c1c(OC)c(OC)cc2c1cc(C(=O)O)n2C,c1c(OC)c(OC)cc2c1cc(C(=O)O)n2C,c1occ2ncc(C#N)nc12,2.2153560000000003,5.675868
2514,COc1cc2cc(-c3s:C(c4nc(C(F)(F)F)cc5nonc45):cc3OC)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1nc(C(F)(F)F)cc2nonc12,1.4396330000000002,8.046329
2515,COc1cc2cc(C(=O)O)n(C)c2c(C=Cc2scc3ncc(C)nc23)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,c1scc2ncc(C)nc12,3.1862350000000004,5.084479
2516,COc1cc2cc(C(=O)O)n(C)c2c(C=Nc2cc(C#N)cc3nonc23)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,c1cc(C#N)cc2nonc12,2.0369150000000005,6.462781
2517,COc1cc(C=Cc2cc3cc(OC)c(OC)cc3[nH]2)c2nonc2c1,c1cc(OC)cc2nonc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.699919,2.703221
2518,COc1cc2cc(C=Cc3c(F)ccc4nsnc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1c(F)ccc2nsnc12,2.3322030247670003,7.039967082
2519,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C#N)cc3nonc:23)c1OC,c1cc(C#N)cc2nonc12,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,6.462781,2.0369150000000005
2520,COc1cc2c:C(c3cccc4ncc(C(F)(F)F)nc34):n(C)c2cc1OC,c1cccc2ncc(C(F)(F)F)nc12,c1cc2cc(OC)c(OC)cc2n1C,7.353918082,2.4146750247670004
2521,COc1cc2[nH]ccc2c(C=Cc2nc(F)cc3nsnc23)c1OC,c1c(OC)c(OC)cc2[nH]ccc12,c1nc(F)cc2nsnc12,1.8439050000000003,7.291194
2522,COc1cc2cc(N=Cc3cc(S)cs3)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1cc(S)cs1,4.438030025,6.185475082
2523,COc1cc2c(ccn2C)c(C=Nc2cc(Br)cc3nsnc23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1cc(Br)cc2nsnc12,2.1827810247670003,7.102318082
2524,COc1cc2nonc2c(-c2cc(OC)c(C3:cc4cc(OC)c(OC)cc4[nH]:3)s2)n1,c1nc(OC)cc2nonc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.750608,2.0324280000000003
2525,COc1cc2cc(N=Cc3cc(S(=O)(=O)O)cc4c3SCS4)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cc(S(=O)(=O)O)cc2c1SCS2,3.41577,6.412405
2526,COc1cc2cc(N=Cc3c(Br)ncc4nonc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(Br)ncc2nonc12,1.5599230000000004,7.564373
2527,COc1cc2c(cc(C(=O)O)n2C)c(C2:occ3ncc(C#N)nc:23)c1OC,c1occ2ncc(C#N)nc12,c1c(OC)c(OC)cc2c1cc(C(=O)O)n2C,5.675868,2.2153560000000003
2528,COc1cc2cc(-c3cc(OC):C(c4occ5nc(O)cnc45):s3)[nH]c2cc1OC,c1occ2nc(O)cnc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.202506,2.8740240000000004
2529,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(F)ncc3nonc:23)c1OC,c1c(F)ncc2nonc12,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,6.374292,2.0605980000000006
2530,COc1cc2c:C(N=Cc3nncc4nsnc34):[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1nncc2nsnc12,1.5941850000000004,7.217267
2531,COc1cc2cc(C=Cc3sccc3S(=O)(=O)O)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1sccc1S(=O)(=O)O,3.5993630000000003,7.513763
2532,COc1cc2cc(C=Nc3c(S)ccc4nsnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(S)ccc2nsnc12,2.462527,6.493342
2533,COc1csc(C=Cc2cc3cc(OC)c(OC)cc3[nH]2)c1,c1cc(OC)cs1,c1cc2cc(OC)c(OC)cc2[nH]1,5.868828,4.721844
2534,COc1cc2c:C(c3c(S)ccc4c3SCS4):n(C)c2cc1OC,c1c(S)ccc2c1SCS2,c1cc2cc(OC)c(OC)cc2n1C,5.818046082,4.235668025
2535,COc1cc2cc(C=Cc3cc(Br)cc4ccccc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cc(Br)cc2ccccc12,3.5714310000000005,6.277217
2536,COc1cc2cc(N=Cc3cc(C#N)cc4nccnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cc(C#N)cc2nccnc12,2.2506540000000004,7.500741
2537,CNc1coc(C=Cc2cc3cc(OC)c(OC)cc3[nH]2)c1,c1cc(NC)co1,c1cc2cc(OC)c(OC)cc2[nH]1,5.404015,5.711667
2538,COc1cc2c(ccn2C)c(C=Nc2cc(S)cc3nonc23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1cc(S)cc2nonc12,2.327213025,6.851069082
2539,COc1cc2[nH]ccc2c(C#Cc2c(S)ncc3nsnc23)c1OC,c1c(OC)c(OC)cc2[nH]ccc12,c1c(S)ncc2nsnc12,1.981938,6.591602
2540,CNc1cc2nsnc2c(C=Cc2cc3cc(OC)c(OC)cc3[nH]2)n1,c1nc(NC)cc2nsnc12,c1cc2cc(OC)c(OC)cc2[nH]1,5.858383,2.5267190000000004
2541,COc1cc2c(ccn2C)c(C#Cc2nncc3nsnc23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1nncc2nsnc12,1.5462930247670004,7.297363082
2542,COc1cc2cc(C=Cc3c(S)ncc4nsnc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1c(S)ncc2nsnc12,1.934046025,6.671698082
2543,COc1cc2c(ccn2C)c(N=Cc2c(S)ncc3nsnc23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1c(S)ncc2nsnc12,1.934046025,6.671698082
2544,COc1c:C(c2c(OC)c(OC)cc3ccn(C)c23):sc1-c1c(C=O)ccc2nonc12,c1c(C=O)ccc2nonc12,c1c(OC)c(OC)cc2ccn(C)c12,7.628620082,1.7356190247670005
2545,COc1cc2cc(-c3cc(OC)c(C4:nc(C(F)(F)F)cc5nonc:45)s3)[nH]c2cc1OC,c1nc(C(F)(F)F)cc2nonc12,c1cc2cc(OC)c(OC)cc2[nH]1,8.046329,1.4396330000000002
2546,COc1cc2cc(C(=O)O)[nH]c2c(N=Cc2cncc3nsnc23)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)[nH]c12,c1cncc2nsnc12,2.492874,6.0238570000000005
2547,COc1cc2nsnc2c(C2:sc(-c3cc4cc(OC)c(OC)cc4[nH]3)cc:2OC)n1,c1nc(OC)cc2nsnc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.461157,2.1729930000000004
2548,COc1cc2cc(C=Cc3scc4sc(=S)sc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1scc2sc(=S)sc12,2.661030025,6.592176082
2549,COc1cc2cc(N=Cc3occ4nc(S(=O)(=O)O)cnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1occ2nc(S(=O)(=O)O)cnc12,1.7422630000000003,7.076918
2550,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(F)cc3nsnc:23)c1OC,c1nc(F)cc2nsnc12,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,6.037165,2.2360690000000005
2551,COc1cc2cc(C#Cc3ccc4ccccc4c3)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1ccc2ccccc2c1,3.867005025,6.093419082
2552,COc1cc2cc(N=Cc3cccc4ncc(Br)nc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1cccc2ncc(Br)nc12,2.631371,7.150756
2553,COc1cc2[nH]ccc2c(C2:cc(F)cc3nsnc:23)c1OC,c1c(OC)c(OC)cc2[nH]ccc12,c1cc(F)cc2nsnc12,2.3800950000000003,6.959871
2554,COc1cc2c(ccn2C)c(C=Cc2cc(O)cc3nsnc23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1cc(O)cc2nsnc12,2.613579025,6.583155082
2555,COc1cc2cc(C=Cc3c(S(=O)(=O)O)ccc4nsnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(S(=O)(=O)O)ccc2nsnc12,1.862496,7.542495
2556,COc1cc2cc(C=Cc3nc(C=O)cc4nonc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1nc(C=O)cc2nonc12,1.317383025,7.864757082
2557,COc1cc2[nH]c(C(=O)O)cc2c(N=Cc2scc3nc(F)cnc23)c1OC,c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,c1scc2nc(F)cnc12,2.9197519999999995,5.35567
2558,COc1cc2cc(C#Cc3occ4ncc(O)nc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1occ2ncc(O)nc12,2.8261320247670003,6.282602082
2559,COc1cc2cc(-c3cc(OC):C(c4c(O)ccc5ccccc45):s3)[nH]c2cc1OC,c1c(O)ccc2ccccc12,c1cc2cc(OC)c(OC)cc2[nH]1,5.742884,3.950964
2560,COc1cc2[nH]ccc2c(C=Cc2scc3nc(C)cnc23)c1OC,c1c(OC)c(OC)cc2[nH]ccc12,c1scc2nc(C)cnc12,2.794071,6.338508
2561,COc1cc2cc(C(=O)O)n(C)c2c(C=Cc2c(C(F)(F)F)ncc3nonc23)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,c1c(C(F)(F)F)ncc2nonc12,1.8317970000000003,6.7923
2562,COc1cc2cc(C=Nc3scc4nc(C(F)(F)F)cnc34)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1scc2nc(C(F)(F)F)cnc12,2.191943,6.84615
2563,COc1cc2cc(C=Nc3c(O)ccc4c3SCS4)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(O)ccc2c1SCS2,4.4331890000000005,5.599231
2564,COc1cc2c(ccn2C)c(C=Cc2cccc3ccc(C(F)(F)F)cc23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1cccc2ccc(C(F)(F)F)cc12,3.423950025,6.533467082
2565,COc1cc2c:C(c3cc(C#N)cc4ccccc34):n(C)c2cc1OC,c1cc(C#N)cc2ccccc12,c1cc2cc(OC)c(OC)cc2n1C,6.698096082,3.020130025
2566,COc1cc2cc(-c3cc(OC):C(c4sccc4C):s3)[nH]c2cc1OC,c1sccc1C,c1cc2cc(OC)c(OC)cc2[nH]1,6.396562,4.802927
2567,COc1cc2nonc2c(C2:sc(-c3cc4cc(OC)c(OC)cc4[nH]3)cc:2OC)n1,c1nc(OC)cc2nonc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.750608,2.0324280000000003
2568,COc1cc2cc(-c3cc(OC):C(c4occ5ncc(OC(C)=O)nc45):s3)[nH]c2cc1OC,c1occ2ncc(OC(C)=O)nc12,c1cc2cc(OC)c(OC)cc2[nH]1,6.401479,2.668632
2569,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)s:C:1c1scc2nc(Br)cnc12,c1scc2nc(Br)cnc12,c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,5.470664,2.75275
2570,COc1cc2cc(C(=O)O)[nH]c2c(C=Cc2cc(C=O)cs2)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)[nH]c12,c1cc(C=O)cs1,3.740025,5.8968110000000005
2571,COc1cc2cc(C(=O)O)[nH]c2c(C=Nc2cccc3nc(OC(C)=O)cnc23)c1OC,c1c(OC)c(OC)cc2cc(C(=O)O)[nH]c12,c1cccc2nc(OC(C)=O)cnc12,3.364992,5.662579
2572,COc1cc2cc(-c3cc(OC):C(c4cc(O)cc5c4SCS5):s3)n(C)c2cc1OC,c1cc(O)cc2c1SCS2,c1cc2cc(OC)c(OC)cc2n1C,5.679327082,4.3852970247670005
2573,COc1cc2cc(C=Cc3cc(S)cc4nccnc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1cc(S)cc2nccnc12,2.815216025,6.533367082
2574,COc1cc(-c2c(OC)c(OC)cc3[nH]ccc23)s:C:1c1occc1C,c1occc1C,c1c(OC)c(OC)cc2[nH]ccc12,6.171719,5.549303
2575,COc1cc2cc(C(=O)O)[nH]c2:C(c2cc(Br)cc3c2SCS3):c1OC,c1cc(Br)cc2c1SCS2,c1c(OC)c(OC)cc2cc(C(=O)O)[nH]c12,4.752699,4.557957
2576,COc1ccsc1C#Cc1c(OC)c(OC)cc2ccn(C)c12,c1sccc1OC,c1c(OC)c(OC)cc2ccn(C)c12,5.948924082,4.673952025
2577,COc1cc2c(ccn2C)c(C=Cc2sccc2O)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1sccc1O,4.660105024767001,6.077744082
2578,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)s:C:1c1nc(S(=O)(=O)O)cc2nsnc12,c1nc(S(=O)(=O)O)cc2nsnc12,c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,6.793439,1.540323
2579,COc1cc2[nH]c(C(=O)O)cc2c(C=Cc2cccc3nc(OC(C)=O)cnc23)c1OC,c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,c1cccc2nc(OC(C)=O)cnc12,3.364992,5.662579
2580,COc1cc2cc(C=Cc3cc(C=O)cc4nccnc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1cc(C=O)cc2nccnc12,2.286896025,7.400844082
2581,COc1cc(C#Cc2cc3cc(OC)c(OC)cc3n2C)c2nccnc2c1,c1cc(OC)cc2nccnc12,c1cc2cc(OC)c(OC)cc2n1C,6.5005060818125004,3.083174025
2582,COc1cc2ccn(C)c2:C(c2occ3nc(C#N)cnc23):c1OC,c1occ2nc(C#N)cnc12,c1c(OC)c(OC)cc2ccn(C)c12,7.0099930818125005,1.775300025
2583,COc1cc2c(ccn2C)c(C=Nc2sccc2Br)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1sccc1Br,4.1770570247670005,6.830666082
2584,COc1cc2ccn(C)c2c(C#Cc2c(C(F)(F)F)ncc3nonc23)c1OC,c1c(OC)c(OC)cc2ccn(C)c12,c1c(C(F)(F)F)ncc2nonc12,1.391741025,8.126425082
2585,COc1cc(-c2c(OC)c(OC)cc3cc(C(=O)O)[nH]c23)s:C:1c1cccc2nc(S(=O)(=O)O)cnc12,c1cccc2nc(S(=O)(=O)O)cnc12,c1c(OC)c(OC)cc2cc(C(=O)O)[nH]c12,6.300362,2.5045619999999995
2586,COc1cc2[nH]c(C(=O)O)cc2:C(c2scc3ncc(Br)nc23):c1OC,c1scc2ncc(Br)nc12,c1c(OC)c(OC)cc2[nH]c(C(=O)O)cc12,5.470664,2.75275
2587,COc1cc2cc(C(=O)O)[nH]c2:C(c2c(F)ccc3nsnc23):c1OC,c1c(F)ccc2nsnc12,c1c(OC)c(OC)cc2cc(C(=O)O)[nH]c12,5.670063,2.821264
2588,COc1cc2cc(C3:sc(-c4c(OC)c(OC)cc5[nH]ccc45)cc:3OC)[nH]c2cc1OC,c1cc2cc(OC)c(OC)cc2[nH]1,c1c(OC)c(OC)cc2[nH]ccc12,5.099591,5.099591
2589,COc1cc2cc[nH]c2c(C=Cc2c(OC)c(OC)cc3cc(C(=O)O)n(C)c23)c1OC,c1c(OC)c(OC)cc2cc[nH]c12,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,3.845562,5.491755
2590,COc1cc(-c2c(OC)c(OC)cc3ccn(C)c23)s:C:1c1c(O)ccc2nonc12,c1c(O)ccc2nonc12,c1c(OC)c(OC)cc2ccn(C)c12,6.864492082,2.5432080247670004
2591,COc1cc2c(ccn2C)c(C#Cc2c(OC)c(OC)cc3cc(C(=O)O)n(C)c23)c1OC,c1c(OC)c(OC)cc2c1ccn2C,c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,3.797670025,5.571851082
2592,COc1cc2ccn(C)c2c(C#Cc2cc(Br)cc3ccccc23)c1OC,c1c(OC)c(OC)cc2ccn(C)c12,c1cc(Br)cc2ccccc12,3.5235390247670004,6.357313082
2593,COc1cc2cc(C#Cc3nc(C=O)cc4nsnc34)n(C)c2cc1OC,c1cc2cc(OC)c(OC)cc2n1C,c1nc(C=O)cc2nsnc12,1.520934025,7.582083082
